followers,following,posts,has_profile_pic,username_length
15,56,0,0,0.240750376084598
43,4,0,0,0.3315314412610031
38,17,6,0,0.3751755878539741
263,1261,14,1,0.3495367349089961
104,315,8,1,0.4076400947787537
6,14,0,0,0.6534303365954768
69,341,0,0,0.4717195224042945
68,63,20,0,0.3140914977779763
73,769,0,0,0.5144608260857526
50,59,0,0,0.2717053283714813
193,857,22,0,0.2074351726754535
44,88,239,1,0.3670744316728432
112,337,20,1,0.2017286296263704
47,2,0,0,0.385073278152352
51,0,0,0,0.0877863617417756
62,300,1,0,0.292690555512456
140,480,1,1,0.290351962029992
26,215,0,0,0.1633086745150663
15,4,0,0,0.0
26,50,2,0,0.2606842591643873
50,140,0,0,0.44
6,18,0,0,0.3233245508749001
30,47,0,0,0.4252782583035498
33,24,0,0,0.524174493166834
21,76,0,1,0.3960599971584053
198,929,11,0,0.0
10,59,0,1,0.3605915893650677
41,226,0,0,0.33
16,25,0,0,0.0154355918184193
41,125,2,0,0.404441730818164
1,212,8,0,0.2031882909236287
118,194,0,0,0.2738402687048077
23,36,0,0,0.3404150467940622
318,2239,16,1,0.529388313439843
5,16,0,0,0.4115521550922995
141,424,4,0,0.2814762047328333
34,62,5,1,0.1398180841384392
56,330,0,0,0.5079588161439885
551,3356,61,1,0.407493778379012
7,23,4,0,0.1113482347182682
47,12,2,0,0.2176974534193849
36,42,0,0,0.5079008549232387
37,135,1,0,0.1010848812077541
50,125,0,0,0.052846739953137
40,233,0,0,0.3770688177500328
151,462,11,1,0.2004216885202974
5,56,0,0,0.2305227804867032
56,75,0,0,0.0334592264489603
380,1932,26,1,0.1865518143704596
682,3207,42,0,0.0613736038433374
57,76,0,0,0.1642316367541023
71,65,25,1,0.295228713795574
5,120,0,1,0.3750200786150232
9,42,11,1,0.0
124,483,5,0,0.3320152370372431
260,1371,4,0,0.4461415918998713
3,2,0,0,0.2478971022175685
0,178,0,0,0.0064350093124525
216,155,37,1,0.0219201519241867
43,176,1,0,0.1243231464646465
69,27,0,0,0.7219340790638481
12,58,0,1,0.4047278558157663
72,340,0,0,0.4398464174875698
0,8,0,1,0.1833893108719032
18,537,0,0,0.7093861502445197
214,1209,11,1,0.2957570311411511
0,28,0,0,0.388916182210744
14,28,0,0,0.5030945137454435
46,3,0,0,0.40562628016212
65,359,0,0,0.539519422088657
57,32,0,0,0.4961996329469861
49,21,0,0,0.5763986274398188
16,23,0,0,0.3136546870818213
19,15,0,0,0.5661417512229608
0,33,0,0,0.3376624045405565
46,2,0,0,0.3826430740176184
34,43,1,0,0.600776291885758
15,50,0,0,0.2591531598805008
8,16,0,0,0.4926068001558141
15,0,0,0,0.3118789345519047
12,20,0,0,0.2079987906200331
121,131,2,0,0.1987289786610455
39,4,0,0,0.4452566389009378
288,1176,15,1,0.2988604336528568
281,2547,0,0,0.1846858911314651
33,4,0,0,0.4221040134267927
28,26,0,0,0.3568691327650791
46,6,0,0,0.4898550355036391
5,47,18,0,0.0313276873947616
351,2009,26,1,0.255685631364396
6,13,0,0,0.6157040985318946
699,3247,48,0,0.0722643163768141
65,161,0,1,0.0133016378589226
69,27,0,0,0.710723768331105
15,0,0,0,0.1485248239237021
25,47,0,0,0.491702080205523
59,36,5,0,0.3381841900732651
34,66,0,0,0.6627532147632915
942,4344,103,0,0.3991765391248881
21,12,0,0,0.3198865580330485
125,616,16,0,0.440869475490425
49,0,0,0,0.2172027242028834
594,476,6,0,0.2896966160195788
31,46,0,0,0.4591381117189642
44,139,0,0,0.1229539540779099
0,11,0,0,0.265695074200281
18,44,0,0,0.4741568379708182
54,380,0,0,0.4740853053384805
45,13,4,0,0.258228677803228
35,725,7,0,0.3255787325709254
104,172,84,1,0.4358954829721132
9,18,0,0,0.3098553524783198
17,81,0,0,0.455781322551107
3,831,0,0,0.0595962173978492
48,79,0,1,0.4229984330902566
78,241,7,0,0.6671527323084231
301,2562,3,0,0.2862111876470931
94,61,0,0,0.263040732611271
47,93,0,0,0.2769778110247752
39,65,5,0,0.1789695081884662
49,79,0,0,0.4429532457575757
1309,5110,76,0,0.2946781469298255
21,77,0,0,0.4
37,153,0,0,0.4246570865358784
5,12,0,0,0.5283657022811675
15,1,0,0,0.0
1,27,0,0,0.4798342726117413
77,17,0,0,0.6702184594087484
21,12,0,0,0.2894715459016811
474,3036,28,0,0.110327771987058
35,37,0,0,0.7014926324551722
3006,859,0,0,0.2425848501209055
24,22,0,0,0.4593901439888628
1,80,3,1,0.0534414447679672
51,61,2,0,0.5279246021945945
14,1,0,0,0.061430779244298
34,786,0,0,0.2385902817401245
20,44,0,0,0.4160848173957746
8,56,0,0,0.3172306884672272
10,269,133,0,0.4529380542164274
1,0,0,0,0.5615190658354307
46,4,0,0,0.4554113986422472
13,29,0,0,0.5338727273576471
206,927,11,0,0.0
53,308,1,0,0.3648532190768377
40,42,0,0,0.4953367311888349
22,281,117,1,0.6910054847951653
121,244,3,0,0.4231383888263302
123,143,2,0,0.2414298746383374
16,24,0,0,0.2890397729603322
117,326,23,1,0.102998243739628
34,23,1,0,0.4362474009555733
42,2,0,0,0.1
25,47,0,0,0.4786238756089244
163,1049,6,0,0.5035314698713853
16,23,0,0,0.4379927960564365
57,73,0,0,0.4746278675278146
48,1,0,0,0.0988968385737534
52,19,0,0,0.4325045451553111
90,414,1,0,0.4072397082966699
85,31,0,0,0.6173247287981791
0,73,0,0,0.0
19,58,4,0,0.4304669634585518
29,57,2,0,0.0317808567538928
84,420,1,0,0.4149384935953465
17,44,0,0,0.4825400320324053
14,22,1,0,0.2733202825751557
1,60,0,0,0.0677606158167609
61,59,0,0,0.2543920044770545
28,48,0,0,0.4
8,46,18,1,0.0220516638654776
1,48,0,0,0.0741307590098917
86,698,24,0,0.3100375976704982
727,667,4,1,0.2711370471785811
49,1,0,0,0.1423257104275163
165,611,27,0,0.458213185179821
0,226,1,0,0.4001097584163888
57,63,3,0,0.6357656353072516
13,32,0,0,0.5096509312970166
104,114,2,1,0.1552065082291334
25,154,0,0,0.322426330999718
53,29,0,0,0.3182980968694059
24,151,3,0,0.3056206036880431
9,99,2,1,0.2214474399586622
233,836,21,0,0.2319713355229633
16,1,0,0,0.0153131485358731
0,828,0,0,0.0
4,20,0,0,0.5481703792710079
7,78,1,1,0.3010728220262405
50,40,0,0,0.0204102020285574
0,68,0,0,0.0
45,75,0,0,0.5972143005173891
45,90,0,0,0.3253299551453714
83,712,17,0,0.3160916870334389
1,127,0,0,0.0965484206508036
39,40,0,0,0.412427059987381
182,824,5,0,0.3537047401543077
42,144,4,1,0.2062303998500827
23,27,1,1,0.0832474523069846
66,314,1,0,0.2889191144241409
52,59,0,0,0.2675524648534964
7,19,0,0,0.271159551480997
126,484,10,1,0.1014187676317854
2120,902,2,0,0.220856420206035
361,2150,21,1,0.5437255083995263
43,142,0,0,0.1442460448475134
25,39,3,0,0.1693364590411342
30,54,4,0,0.0159830501974612
55,128,0,0,0.6024785809769775
22,312,102,0,0.8431603799481916
1,27,0,0,0.4868563574354195
15,2,0,0,0.1438882513928336
51,0,0,0,0.0392155427190211
49,1,0,0,0.1996768585005259
75,25,0,0,0.9048533304563562
0,77,2,0,0.0
34,24,0,0,0.4326001361331438
0,0,0,0,0.2375781882326479
51,0,0,0,0.0669690012997177
50,0,0,0,0.1433685115759246
114,289,0,0,0.0828494598952563
49,1,0,0,0.1714058810843332
1172,521,1,0,0.0749370101388697
206,317,30,1,0.2518983627679178
5,15,0,0,0.5351098087965974
32,24,0,0,0.3493028184223902
2,55,1,1,0.20337278465362
84,390,0,0,0.3304446822550049
12,4,0,0,0.0
127,1064,4,0,0.5031820049689278
65,161,2,1,0.1353247979554395
211,799,11,0,0.5418491839896336
847,3900,109,1,0.3145667965969044
2,27,0,0,0.3414432605346794
183,130,22,0,0.1349059237691606
39,152,0,0,0.4237118564961247
46,3,0,0,0.3518057022992074
1247,3863,43,1,0.2848307514299575
0,44,1,1,0.0094699852787588
3,16,0,1,0.3434870654989423
16,24,0,0,0.2854036673585727
39,134,1,0,0.189016765450112
18,49,0,0,0.0032334337542648
0,43,0,0,0.0286401255388116
40,233,0,0,0.3687388148865755
46,4,0,0,0.382206260416241
165,633,19,0,0.3306401836629488
54,418,0,0,0.2961311529043894
16,25,0,0,0.3597497261865103
1020,209,28,1,0.0
0,73,0,0,0.0
58,38,5,0,0.3549731486888585
174,825,0,0,0.3668946482965654
19,0,0,0,0.436584433788023
6,78,5,0,0.412900966953001
1,62,0,0,0.0468321474276471
158,432,8,0,0.3572318118059223
0,8,0,1,0.1925758581222
37,116,2,0,0.5399779184797273
1161,701,3,0,0.3067184154429032
46,124,2,0,0.5965300472343849
0,128,0,0,0.0594250856733102
78,94,12,0,0.2815195757232047
158,432,8,0,0.3548849354915928
19,219,0,0,0.2416961791361869
233,953,5,0,0.2365238623679243
8,53,13,1,0.0691840895003388
44,84,1,0,0.4416329431012377
50,46,0,0,0.6430055276218811
106,306,9,0,0.3204932928161199
48,92,0,0,0.3020925480485047
13,1,0,0,0.1337756340809551
50,44,0,0,0.2574572672759381
23,22,0,0,0.4252041270132447
15,1,0,0,0.0
4,34,0,0,0.3032760767182042
16,1,0,0,0.0
76,427,0,0,0.3917883427949875
2,26,0,0,0.5785489062651048
274,1431,18,0,0.4094481131295093
444,1766,21,1,0.0051122899045607
80,756,4,1,0.5152083826288439
20,126,3,1,0.1044408235305763
61,61,0,0,0.370450141922817
54,33,82,1,0.1285399800262923
418,1832,23,1,0.0771746858432988
10,59,0,1,0.3699368376703573
50,31,0,0,0.0143632817731589
50,694,7,1,0.2364713899811254
157,309,13,1,0.4889824198512479
6,116,0,1,0.3072020903124094
14,24,0,0,0.0626984900805726
58,38,5,0,0.379750537249036
27,25,0,0,0.4238485219922647
188,820,12,0,0.346353165847821
6,20,0,0,0.2470775233001659
80,6,4,0,0.3209036201655448
30,26,0,0,0.3815226548408142
75,26,0,1,0.91
82,468,9,0,0.43
0,0,0,0,0.1676742014919912
48,45,0,0,0.0929039613931322
40,234,0,0,0.3234632371025148
838,4045,110,1,0.39172968202214
0,0,0,0,0.3443194117731712
41,45,0,0,0.6089888819452107
1,8,0,0,0.0671624170989165
9,778,0,0,0.0475398997007676
51,59,1,0,0.3295131312459728
22,40,0,0,0.3534622255712737
87,166,48,1,0.4353983773551156
15,0,0,0,0.2023066024278596
193,231,5,1,0.2616235023922542
77,428,0,0,0.42360910404753
117,292,0,0,0.0710451258382775
15,56,2,0,0.4613584024276911
39,178,1,0,0.1173674181568234
39,66,6,0,0.2865678155603154
213,434,3,0,0.3404939325433561
14,560,0,0,0.4819624457598238
49,22,0,0,0.5620989980031467
46,43,0,0,0.29129743418591
48,136,1,1,0.3337070078624088
5,38,4,0,0.2049178463936767
53,303,1,0,0.3280259753574659
85,61,6,1,0.0416637483215624
4,73,0,0,0.1701853168026288
53,135,0,0,0.507880320740066
0,1,0,0,0.156346397622323
160,686,0,0,0.0176094751141296
12,0,0,0,0.1935198063150388
70,155,4,0,0.4474489345100457
5,12,2,0,0.3523875118747704
22,7,0,0,0.1381284036956813
2756,784,0,0,0.2264620224685755
265,908,7,0,0.0
176,1055,40,0,0.3874873147092836
22,39,0,0,0.3234437019368167
9,217,27,0,0.2260496743532701
68,316,2,0,0.4192638403000475
1663,5847,50,0,0.1942296322696235
10,0,0,0,0.463842883429119
5,24,4,0,0.1569788629049303
3,81,1,0,0.0
161,577,29,1,0.4424148998255167
58,416,0,0,0.2906638352113479
19,6,0,0,0.2264909738914334
22,47,0,0,0.4
97,333,7,0,0.1666460146536718
16,25,0,0,0.1299275945741961
47,83,0,0,0.4969006526794627
15,2,0,0,0.0
47,9,0,0,0.5327902456084854
284,304,56,0,0.0
1754,800,3,0,0.2372209575576709
35,814,0,0,0.2461816171761193
156,901,10,0,0.1193885481791156
184,914,15,0,0.0547913234273445
43,746,2,0,0.4150359094993812
98,1181,4,0,0.3807751841585026
53,67,4,0,0.8748593170482309
31,110,2,0,0.5142781117963635
1,8,0,0,0.1014102207730882
15,38,0,0,0.1687926956650124
54,304,2,0,0.3380120644287315
54,128,0,0,0.5472239127097194
39,66,5,0,0.3331972216273671
98,332,5,1,0.5268906017877535
15,0,0,0,0.2762632398963456
101,648,0,0,0.2635357798863079
38,64,0,0,0.3287015912800344
58,2,0,0,0.0472316010952189
51,16,0,0,0.4476465982238987
3,10,0,0,0.3279460664171081
2,0,0,0,0.0319666832440544
5,24,4,0,0.10301184275286
1,11,0,0,0.3130966678107853
64,90,8,1,0.1595894237374305
85,654,6,0,0.3245037109605478
50,58,0,0,0.1827869764357222
177,828,0,0,0.3597370341373495
0,177,0,0,0.0044478592720051
4,62,0,0,0.1306690731521793
50,47,0,0,0.4959989240975209
16,23,0,0,0.3228246689072636
38,67,0,0,0.8360423178531842
6,20,0,0,0.2635075131871005
16,25,0,0,0.0832095302759015
11,596,0,0,0.0146827063378576
26,235,0,0,0.2474984091279202
49,48,0,0,0.5548707122864186
24,59,0,0,0.1947362007444413
13,31,0,0,0.5255265328075027
2,220,19,0,0.2429017601056229
13,56,0,1,0.4333550932808625
39,172,1,0,0.1969336287633178
7,19,0,0,0.2507160660008335
28,63,0,0,0.1419243110570414
186,822,9,0,0.3495500375611928
792,235,38,1,0.0
48,0,0,0,0.189481362258602
62,30,0,0,0.4757947944181256
487,2789,0,0,0.0240356172096609
57,92,4,0,0.1977978403800262
34,91,0,0,0.1564245887494285
806,3989,99,0,0.3814344203831953
35,136,1,1,0.0156923042097296
134,109,0,0,0.2819077447353855
20,13,0,0,0.3554439293036582
174,847,0,0,0.3770352226299833
33,21,2,0,0.5892981032252967
4,16,0,1,0.307321041192457
448,2198,26,1,0.0965556452960752
52,25,0,0,0.5009707636157423
353,2381,12,0,0.3348048438457955
55,73,1,0,0.2304991714621048
135,313,0,0,0.0155043295196967
73,682,21,0,0.2724969583376138
165,619,24,0,0.4103138189853864
16,23,0,0,0.4637768800165284
10,230,0,1,0.4243576841098864
950,217,31,1,0.0
2314,759,1,0,0.2751935670890374
38,63,0,0,0.3090457164689132
64,34,4,1,0.5146317002070604
778,3481,89,0,0.1499162379351801
60,240,3,0,0.4023268963435901
51,126,0,0,0.0071013492356586
41,45,0,0,0.635639747703399
0,71,0,0,0.0
53,1,0,0,0.0
28,737,2,0,0.3593949668647047
320,1287,28,0,0.3608562603559874
49,0,0,0,0.2596415601923382
49,48,0,0,0.5747953784638885
58,30,0,0,0.3942106825244666
123,482,6,0,0.3353290148415122
61,2,0,0,0.0794479180899218
6,14,0,0,0.3447011760351537
39,151,0,0,0.3794815817536649
11,553,0,0,0.6028813800243678
6,37,0,0,0.4946815498929572
41,87,0,0,0.3506657425722718
81,857,5,0,0.1757075078408618
351,2601,2,0,0.072948499999756
75,167,3,1,0.7999623200886836
46,93,0,1,0.2611113538181217
42,136,1,1,0.1714941304676565
11,1,0,0,0.3102485483126407
16,26,0,0,0.4014558349030032
21,44,0,0,0.384735522405312
53,421,0,1,0.3167503325600331
255,866,2,0,0.1485940065357693
72,677,20,0,0.2487298420393719
18,42,11,1,0.0833487899034638
10,0,0,0,0.4369399848793134
41,23,7,0,0.1938642591264538
182,170,2,0,0.38
6,19,0,0,0.2520253953575921
47,45,10,0,0.3695107274210893
1202,1584,14,0,0.0526161012604886
179,932,12,0,0.0073503928191368
50,77,0,1,0.4543545327666799
72,165,2,1,0.5594523001009629
53,67,4,0,0.7387256003606749
12,21,1,0,0.1529122090782995
18,0,0,0,0.1893277513732352
11,57,17,1,0.6339586849950963
0,30,0,0,0.3488471433138984
4,20,0,0,0.5661775105743801
21,42,0,0,0.3490526731772915
71,165,7,1,0.7100315584054882
484,465,7,1,0.3052910228018314
42,237,0,0,0.1540494453023351
4,10,0,0,0.1847838654872582
49,20,0,0,0.5405026324370199
1458,3733,8,1,0.2106084197972187
27,50,2,0,0.2268683119677542
7,23,3,0,0.114191422351176
547,2924,7,0,0.0
340,2645,0,0,0.0282115317355868
94,337,3,0,0.4907769769804799
14,4,0,0,0.0
50,19,0,0,0.5198212444575236
18,548,0,0,0.704203491500333
39,40,0,0,0.3684405720081242
92,478,10,0,0.4103618820521887
27,245,114,0,0.3326020009689434
21,46,1,0,0.2325553572315479
863,3651,108,1,0.1827429104124565
1,126,0,0,0.1420530547946074
78,757,0,0,0.446889634524973
50,48,0,0,0.5165902205721351
53,1,0,0,0.0627638744386096
110,337,18,1,0.2446340782359234
671,571,3,0,0.3567776675488334
29,604,0,0,0.0695769206257186
62,724,1,0,0.283068428019874
83,714,16,0,0.3168234985971986
55,71,1,0,0.648215247450216
42,224,0,0,0.33
20,97,2,0,0.3181399406372702
24,8,0,0,0.0524868501814346
357,2078,24,1,0.4066708800183471
59,346,0,0,0.6183677161227166
1,80,2,0,0.0
11,76,0,0,0.4676565532424342
138,318,0,0,0.0145779203721517
19,52,1,0,0.4610056783310909
33,22,1,0,0.5102763950899369
12,155,0,0,0.1835585872576436
57,77,0,0,0.0125052788790804
195,1298,2,0,0.3689536501583422
0,23,9,1,0.2293714337774477
135,334,21,1,0.146550750909634
48,44,10,0,0.4223018181941868
15,1,0,0,0.0
50,41,0,0,0.0
29,36,0,0,0.6217572548748229
53,68,3,0,0.6941459922367165
18,61,5,0,0.1711684448942145
60,80,3,0,0.045300309272625
36,134,2,0,0.0658467192360192
49,29,0,0,0.1358269791529816
15,3,0,0,0.0618424028052132
49,22,0,0,0.5759072689064696
43,24,8,0,0.1523518727072179
12,59,1,0,0.4125882517701248
0,0,0,0,0.0527102867189095
75,25,0,0,0.8999809939703716
133,310,0,0,0.0215167156661176
56,35,0,0,0.2253506743389797
74,167,2,1,0.7131840124988055
21,76,0,0,0.4
84,475,11,0,0.43
31,44,0,0,0.3366514683313951
5,16,0,0,0.4613025621160452
21,26,0,0,0.0913372007517686
18,0,0,0,0.2651791126596455
75,26,0,1,0.91
24,98,2,0,0.1785137250075836
18,17,1,0,0.5209275604448669
53,127,0,0,0.403979636171988
11,36,2,0,0.4144746814132246
153,453,4,0,0.2594857684086252
117,658,0,0,0.1949862556194437
50,53,0,0,0.4311022465054075
47,97,0,0,0.0962555204229092
0,8,0,0,0.0123742133734166
10,0,0,0,0.4500009757116192
232,807,2,1,0.5654294904498551
28,231,0,1,0.3970944812918576
17,46,0,0,0.2685740224920747
28,7,0,0,0.3403653778656411
16,25,0,0,0.1026996221464412
0,71,0,0,0.0
35,104,289,1,0.4778061139145728
31,44,0,0,0.5716653378165479
65,161,9,1,0.4900093052704308
0,0,0,0,0.369516166740417
21,44,0,0,0.3672717332500701
75,17,8,0,0.6195916680547472
227,250,13,1,0.2551601764347364
5,18,0,0,0.3592081153102389
44,83,1,0,0.4673298599241734
7,82,4,0,0.3849895183018408
32,87,0,0,0.1030075347268349
14,58,2,0,0.4459283577220239
50,41,0,0,0.0
50,37,1,0,0.7429684939893133
190,1466,9,1,0.3910127647058455
80,407,0,0,0.2635069845575761
95,338,3,0,0.5287904946331966
7,19,0,0,0.2763245596205994
4,22,0,0,0.6402932213683843
0,8,0,0,0.2027774502958648
134,324,8,0,0.0
13,57,0,1,0.4231057537891241
1,63,0,0,0.010112711931291
22,29,2,0,0.1767163929336227
90,340,3,0,0.5768559748543793
6,36,0,0,0.5001472690223119
168,961,10,0,0.152511052644939
13,61,3,1,0.16591751137305
1,229,0,0,0.435538538870085
25,45,0,0,0.5217515000034108
94,62,0,0,0.2675900778083835
0,37,0,0,0.2195463936527582
231,254,18,1,0.2321029149167879
52,470,0,0,0.5312006460821933
1,30,0,0,0.0304539813841748
50,0,0,0,0.131190734149281
16,42,0,0,0.2747918283610718
34,26,1,0,0.3871381452719367
8,3,0,0,0.44
4,23,6,1,0.1481621645630575
31,46,0,0,0.4450268624014361
49,171,0,0,0.131746493478332
32,24,0,0,0.5850630820012152
4,580,0,0,0.3033429405177594
25,7,0,0,0.0279902339099705
214,1534,25,0,0.3479607720695729
470,2822,4,0,0.0
50,57,0,0,0.3116613979189551
1,174,0,0,0.023147521335741
32,217,0,0,0.1215432156528307
62,62,0,0,0.2070378796682263
25,1,0,0,0.4818938546331817
11,22,2,0,0.1370490625137289
114,319,18,1,0.1748972025657182
82,99,7,0,0.2940937238345531
71,434,0,0,0.43262103197991
47,6,0,0,0.102592801401967
23,84,0,0,0.4
90,108,6,1,0.2976527742138842
439,2177,26,1,0.112213267918677
63,61,0,0,0.2289019048638644
147,315,5,0,0.1996843741973454
65,161,1,1,0.0539192179307194
32,232,0,1,0.3915186422056068
3,599,0,0,0.0548764044491819
14,23,0,0,0.2140070658363341
97,108,3,1,0.189645183027753
75,24,0,0,0.870916958224397
0,66,0,0,0.0
104,115,2,1,0.1614844536752946
47,2,0,0,0.2611693592510371
17,57,4,0,0.4953431213161135
4,57,18,1,0.5056512857127465
24,84,0,1,0.3224431754573534
3,9,0,0,0.1881942891409368
48,5,0,0,0.0316790751499924
115,252,0,0,0.0307391696109905
61,74,24,1,0.4655234386245671
51,0,0,0,0.1274385978405159
432,827,4,1,0.0794141615016377
15,23,0,0,0.2581351658831237
0,1,0,0,0.1868269269336889
38,39,0,0,0.4177842534571064
8,16,0,0,0.3225989533065149
31,52,5,0,0.0126133425874225
99,49,2,0,0.0
2,24,4,0,0.4918737954817289
5,15,2,0,0.4369628394888069
5,24,4,0,0.2010332916872418
36,142,1,0,0.1558741755579306
88,60,3,0,0.0
10,31,0,0,0.5533334774092691
16,300,122,1,0.8558524377558696
2,9,0,0,0.1932046234569776
61,731,1,1,0.3906889959657296
2,9,0,0,0.1924217944388237
9,166,0,0,0.0013420780608119
2066,689,2,0,0.2654349801158046
1081,547,5,0,0.2816688103704538
35,216,0,0,0.2048423431414688
5,36,0,0,0.4827858145154229
21,43,0,0,0.3554141846908135
0,8,0,0,0.0955953620793437
392,281,57,1,0.0
28,22,0,0,0.5860443037570059
110,337,17,1,0.2509775864423742
22,26,0,0,0.1073688977763585
0,1,0,0,0.1915904293547509
0,28,0,0,0.369791160226193
127,92,0,0,0.3214243373377385
58,346,0,0,0.6188726058995184
15,2,0,0,0.1542546848920363
72,63,22,1,0.2851896144689008
30,90,0,0,0.1298604405507386
8,99,0,0,0.0949363115153112
216,156,37,1,0.0282578145903724
10,56,0,0,0.3488869506477901
37,39,0,0,0.3488218317612754
188,1456,9,1,0.3986793738929826
134,1004,5,0,0.5002933003470211
35,223,0,0,0.2531586887299743
5,229,0,1,0.4321971330493316
14,4,0,0,0.0
20,2,0,0,0.4074007534311734
22,44,0,0,0.4312126778785413
17,42,0,1,0.1896025713932623
50,1,0,0,0.0444127713165751
124,135,3,0,0.2108741445799153
23,251,119,0,0.3636547196954244
14,16,0,1,0.0335166474401508
10,3,0,0,0.303438670788465
958,3656,92,1,0.1830316858573976
7,19,0,0,0.2629938107871636
55,45,0,0,0.2426332061690476
13,40,2,0,0.0611444992856677
50,31,0,0,0.0075585828827685
48,160,0,0,0.2833635344066727
51,24,0,0,0.5145160543608567
0,10,0,0,0.2079157610202174
18,282,107,1,0.6702523902658488
54,132,0,0,0.750213466133923
0,34,0,0,0.33
57,339,0,0,0.5697763424009615
57,33,81,1,0.1105747847709279
8,122,0,1,0.3126750483966911
44,60,0,0,0.1526916265028799
2,9,0,0,0.1935477464303743
1257,3389,9,1,0.1529925570392349
32,727,6,0,0.3266137702104015
295,998,62,1,0.0
42,222,0,1,0.3382621025221302
50,33,83,1,0.158465918057451
96,338,4,1,0.5699313129974193
19,51,0,0,0.3907601138348298
16,58,4,0,0.4780108316143434
21,10,0,0,0.2103654501593779
25,26,0,0,0.2686537825974165
24,7,0,0,0.0663555192196466
20,84,0,0,0.4300489385600432
247,1062,92,0,0.0
44,100,0,0,0.1737393040185404
90,103,5,0,0.2169035574963356
98,333,7,0,0.1607799663165979
55,44,0,0,0.2533185732629251
3028,1106,0,0,0.1903209552668912
165,233,5,0,0.3425168906616578
48,58,0,0,0.0288477292612014
33,87,0,0,0.128387989920142
14,33,0,0,0.4810478249459103
24,108,3,0,0.3722902069366927
353,2425,9,0,0.0883651851366956
8,79,0,0,0.2707667877153711
106,42,1,0,0.0
756,581,4,1,0.3198344015450804
4,167,0,0,0.0901355041193652
4,215,8,0,0.2263515157056091
1063,3668,74,1,0.1863848821407903
134,306,11,1,0.4206470468706981
165,592,32,1,0.53104630731625
0,0,0,0,0.2424019317120238
25,86,0,0,0.2998224286178881
2,246,73,0,0.3563873234787846
44,44,0,0,0.08336845442826
5,15,1,0,0.3737984823843661
52,77,0,0,0.2184696269545365
5,15,4,0,0.4913636556447612
15,23,1,0,0.1905149093482866
61,164,6,1,0.3803243068865136
156,902,10,0,0.1180678412639684
27,87,0,0,0.2632206487668488
28,184,1,0,0.1002877651569528
31,23,0,0,0.648058371863722
0,74,1,0,0.0
183,185,3,1,0.3443431402185933
47,97,0,0,0.0889985397716382
28,26,0,0,0.31
10,54,2,0,0.2
5,15,0,0,0.5315130933684007
66,161,2,1,0.1756950934483301
9,59,0,1,0.3432519750419927
478,431,4,0,0.1381801812957048
136,1028,5,0,0.5379063928052983
55,167,0,0,0.1388105686226544
0,0,0,0,0.2495248227128947
79,382,0,0,0.3831266247229392
45,95,0,0,0.1625148228321817
169,161,3,0,0.3391349939210877
65,161,3,1,0.1871394480025682
49,58,0,0,0.0691328425783376
118,149,2,1,0.3913787860950746
2,10,0,0,0.3748759476303059
3,2,0,0,0.3427131051501683
3,58,0,0,0.1614865477696473
15,25,0,0,0.3412210815917474
43,87,0,0,0.3835371300996385
39,40,0,0,0.4267208805605436
17,1,0,0,0.031987915388248
188,820,13,0,0.345816785425194
56,29,0,0,0.4179526465979497
58,424,0,1,0.3462188639742656
68,760,1,0,0.5103555170966401
34,222,0,0,0.1233340732215911
113,335,21,0,0.0587287382308014
0,8,0,0,0.0848559402500045
0,36,0,0,0.2618200247207647
13,56,0,1,0.439432761966208
48,44,9,0,0.2637851642567588
13,22,1,0,0.1517124347008007
144,493,13,0,0.0224530385706935
23,48,0,0,0.3999072980838075
86,60,3,0,0.0110404840444578
36,85,0,0,0.2198773137999694
114,622,12,0,0.4107606072507445
7,19,0,0,0.2789924071728968
75,167,3,1,0.7988668370940866
217,1529,7,0,0.3381781663003567
95,707,47,1,0.2547972571413782
50,80,0,0,0.5538163365772194
16,0,0,0,0.2965824166345453
15,4,0,0,0.0
40,65,7,0,0.1164274631327494
9,34,2,0,0.4738560300917956
127,125,2,0,0.237685051353537
5,14,4,0,0.5980334460791521
48,2,0,0,0.0687406364136237
9,81,6,1,0.565835263794499
91,334,1,0,0.3271480693078576
5,73,0,0,0.2254348318614136
45,86,1,0,0.4074552710160611
54,169,7,0,0.3969795189417172
47,8,0,0,0.3977210773618548
47,97,0,0,0.0729225991551227
0,0,0,0,0.1111035319975273
15,1,0,0,0.0
21,41,0,0,0.3841027305046726
58,32,0,0,0.3370859757793157
2,0,0,0,0.5641898730570482
73,166,2,1,0.6062150257403465
0,9,0,0,0.2239129942097611
253,451,2,0,0.4067685579384543
132,310,0,0,0.0231911954862634
50,39,0,0,0.5935004347026984
25,25,0,0,0.3437779953865817
84,747,20,0,0.2849222530628106
614,728,4,1,0.197569012007495
52,133,0,0,0.3112933599288736
357,2018,26,1,0.3002687645232967
178,856,3,0,0.2641795154944065
39,179,1,0,0.1188986539388091
16,42,0,0,0.2916287462280578
23,39,4,0,0.2779361462935028
83,166,44,1,0.5278368719106626
49,58,0,0,0.0592039697194464
124,133,2,0,0.2133669178213872
0,72,0,0,0.0
43,20,1,0,0.509934571368531
30,25,0,0,0.31
19,6,0,0,0.2030392868655564
54,315,1,0,0.411260478527141
54,67,4,0,0.8733466734175942
459,2806,4,0,0.0
5,35,0,0,0.4107159958212966
22,82,0,0,0.4
9,55,1,1,0.3492727092702262
45,62,4,1,0.2036789844473484
